122	15
40	0
107	33
93	110
4	58
115	94
43	37
44	13
128	27
11	26
127	92
0	53
58	9
126	68
7	63
33	41
15	43
19	17
47	4
67	10
56	105
69	28
114	22
75	108
97	40
39	52
119	109
68	74
17	119
34	81
6	97
25	7
36	45
27	95
112	71
46	120
101	70
14	6
109	29
5	86
73	54
120	79
90	12
9	3
64	11
55	55
35	30
82	39
61	19
60	102
54	73
118	32
53	101
13	49
63	64
99	50
23	78
32	62
81	106
16	116
88	69
87	107
100	117
83	115
12	57
111	114
124	98
96	56
26	38
105	18
30	85
65	67
71	61
113	83
72	72
31	87
10	103
28	99
8	76
129	90
94	8
78	35
74	42
102	51
89	93
38	23
103	113
104	118
48	1
92	44
57	80
45	34
123	89
62	36
49	84
79	66
21	46
108	112
22	5
76	104
20	2
50	60
70	82
18	100
95	77
80	20
2	47
41	14
130	111
3	88
66	48
52	24
117	16
37	59
42	25
110	31
77	75
125	96
98	21
24	65
