2522	348
1671	7
2432	805
1864	2088
7	1179
455	1703
2199	833
1691	324
1019	629
2074	578
1524	1686
1	1093
2245	210
2034	1286
12	1213
2159	928
2600	956
563	370
672	114
221	248
1730	1959
1773	641
450	458
1794	2013
856	855
124	1064
2516	2050
1764	1429
41	2283
2160	1579
8	1759
2115	190
630	964
593	1740
1459	1317
671	2290
2403	1296
551	168
1437	721
2568	1611
253	1106
469	1531
1337	312
2065	61
1744	308
1729	1150
2163	747
1815	848
712	376
711	1871
1723	1336
2003	804
2232	1787
1055	997
720	1248
2397	1025
1599	1524
1118	1205
1808	1979
553	2232
1842	1293
2351	1981
2402	2240
1816	2215
28	1176
421	2206
2019	1773
854	1156
2126	846
2421	373
94	1609
1751	1273
763	1204
1463	1597
2299	1326
1119	1614
2585	1903
1619	1775
2576	1500
1533	1640
2387	191
774	826
1792	938
356	1052
1331	1700
122	464
1894	2204
2413	2267
1695	21
325	958
707	1569
1182	818
992	1637
1737	830
162	1600
264	1266
2102	967
1419	2173
569	130
2307	1942
1077	55
1204	1192
756	1580
1581	1780
2388	1514
267	384
2052	994
1164	329
1534	2156
2053	1617
732	995
1720	521
460	369
631	1190
1687	525
930	770
1285	1473
2545	1753
2394	409
64	1256
