1190	10706
2440	6643
759	8381
1441	15284
805	14294
1666	6194
1963	6961
221	16624
1189	2759
1789	11778
1035	21947
2341	7893
2273	5255
2000	14202
611	8429
94	9051
2140	6965
1529	1441
1874	14194
955	4702
1909	11284
1909	20493
1266	4232
693	2611
693	104
1595	13390
1317	20506
752	7075
1077	11884
579	15015
2217	19467
2217	18300
1615	12973
2167	14880
2167	17733
1217	5249
2502	16032
769	6362
1369	14864
2040	9550
1784	11403
2154	11211
1705	14645
1592	16658
2243	481
2527	13282
2254	345
2274	356
1960	2284
1262	12734
556	6721
3	4378
2237	1696
1180	4537
2061	352
836	8739
389	10543
329	7314
