122	104
40	86
107	67
93	112
4	10
115	117
43	111
44	82
128	76
11	0
0	93
58	89
126	18
7	34
33	3
84	59
59	5
15	106
19	46
47	98
67	96
56	68
114	54
75	66
97	90
39	40
17	12
34	47
6	73
36	48
27	51
112	42
101	60
5	119
73	118
120	79
35	9
82	99
121	53
61	30
60	29
54	15
118	114
53	11
13	80
63	7
99	50
1	101
23	65
16	6
88	102
51	97
116	17
100	39
83	58
111	78
96	55
26	16
105	77
65	85
71	105
113	69
72	2
31	8
10	92
86	20
28	63
8	31
94	71
78	13
74	95
89	62
38	19
103	23
48	113
92	27
57	26
45	21
123	81
62	87
49	74
79	94
21	91
108	64
22	1
91	72
76	14
20	70
70	75
18	115
95	24
2	83
29	116
41	22
3	41
66	61
52	100
117	84
37	88
42	49
110	108
77	52
125	103
24	35
85	4
