102	852
39	455
1	255
1	777
2	837
48	613
29	629
29	149
118	541
6	657
85	397
85	321
91	257
58	347
74	712
7	138
56	630
3	702
46	308
68	1172
68	264
116	1082
116	150
117	16
27	559
122	760
25	530
76	195
24	488
103	178
90	625
111	215
66	267
77	633
126	496
98	1087
114	1221
93	391
20	956
83	795
23	153
121	384
18	27
10	1039
92	700
123	1225
123	494
70	494
37	711
37	464
72	944
112	504
112	763
44	787
115	824
61	1170
8	1175
36	1029
9	840
49	1011
49	1227
94	851
96	573
22	256
22	1023
22	239
42	819
34	254
34	325
87	635
99	694
88	451
