729	434
488	2415
1160	442
740	427
740	930
542	222
542	1504
542	2249
1285	497
177	1481
1067	12
472	2492
596	830
940	876
538	995
538	2200
538	2911
600	515
600	2115
911	167
1219	556
962	868
1175	926
1175	2158
1127	2182
537	895
686	248
732	432
1354	593
775	374
245	144
943	880
747	353
626	292
706	405
1025	790
261	1494
1092	978
671	223
591	265
591	2176
128	1818
57	2101
1089	1372
742	356
742	2617
503	1586
799	804
799	2592
668	220
1132	935
929	171
262	1122
262	1125
117	1790
94	1629
713	398
860	228
860	2236
165	1503
119	1774
1137	2198
