993	1010
674	1455
2581	1390
1982	2102
683	1744
1522	2065
556	711
1009	1226
2560	404
1253	696
537	1349
2180	852
847	1191
2099	910
1084	2033
2241	2228
1306	2216
2274	41
443	1993
1403	567
1593	2021
2188	768
2069	1407
85	1539
1171	1344
1630	2180
1975	858
2224	1758
1926	1392
2608	555
932	62
2001	786
2406	1083
2590	1059
1798	2182
1679	151
2373	1389
2013	986
2292	1818
746	243
1743	50
557	78
256	1020
1409	443
1541	255
640	1050
2369	220
54	356
866	553
862	52
900	1131
335	202
2092	2054
2022	26
2425	1840
2138	2111
632	200
775	344
2344	63
1467	1084
633	647
2090	289
1372	502
111	1971
541	607
1911	2258
1850	2225
1835	184
1418	1720
1378	101
152	398
1931	1935
2451	539
2244	2234
1390	783
2276	2051
484	223
1278	688
1220	1801
829	1001
1602	69
70	963
818	1519
61	728
198	1220
1594	880
376	1165
319	824
1030	1800
1142	1839
1015	1601
1040	353
1993	1462
1950	1041
1702	208
1457	835
821	1762
998	2266
895	195
82	810
1368	803
