1198	14823
138	11468
1031	13438
1414	2485
1414	11939
1545	21374
398	16514
2007	20461
1686	20038
1686	17665
1559	14553
848	3153
848	602
1236	7615
2219	245
1790	19800
1607	13172
1036	10880
1210	1324
424	8534
2275	19662
1468	2293
266	2949
2508	11582
1005	11657
1137	4429
617	19540
1617	2748
2543	2533
1355	559
2474	14437
364	9532
1618	6364
2121	4432
2031	9533
1458	16055
1263	22051
705	16536
705	12895
120	14795
120	13522
1626	13619
2150	21343
2267	2527
996	2750
690	12896
2142	5920
2142	13934
1671	20794
1928	13789
2326	19268
2326	1681
130	9890
841	7503
1230	4667
935	14800
2014	11740
2014	9456
1751	20117
2477	4884
179	8545
687	20212
39	10872
2213	21798
1066	8297
874	5644
2459	7486
378	21690
2146	6470
178	19149
666	12514
1549	18948
