1640	9564
1029	16791
1512	20844
1209	14109
1209	9717
102	11759
1854	10030
1477	2432
2501	4362
2074	17803
1866	14359
1365	18372
2260	13722
1229	5842
1299	14223
1299	15462
2059	5734
2209	17162
2476	6955
222	17534
222	1354
453	10899
453	4892
286	18626
454	1891
90	21917
2340	3758
594	20843
1070	18620
1776	15489
1776	16437
1776	13179
1071	16126
1655	10361
1513	1592
1397	20805
717	20106
1983	6913
749	15430
184	2959
1882	10854
2371	10923
1609	2509
2094	15247
669	12490
64	8391
2151	7338
30	11088
818	979
1777	3750
345	8386
474	18529
1121	14109
1943	15780
850	8443
1165	3695
2080	16295
1233	12407
1233	18428
2483	11841
1577	13540
735	12273
1564	6914
2052	6286
538	17174
538	10461
1860	5560
1951	20443
1899	5458
1090	16634
660	10273
1044	3009
1919	543
1359	1903
