348	1585
441	2163
1266	1060
1050	760
363	2854
1187	565
790	2572
63	2129
733	2934
787	2567
988	2239
352	2871
1051	2360
1091	779
1091	1401
1091	2779
840	1510
840	2941
450	2138
1053	759
285	3030
124	1837
124	2845
1055	758
824	2620
1225	1086
355	2866
974	840
1302	745
1311	664
1020	772
1338	650
369	2770
1270	466
1355	617
1355	2908
902	2605
1300	737
456	2550
1232	1085
961	9
961	2307
353	2871
852	2442
879	2812
1227	1088
104	1656
753	1497
825	2620
414	2875
807	3105
33	2029
1268	1059
1268	2928
39	2052
917	163
1238	1089
1238	1448
1238	2418
1357	614
1255	1078
324	1449
683	243
683	775
510	2056
1014	773
1014	2835
1240	1090
