346	2865
950	2288
17	1984
17	1985
1107	2016
1164	2116
1125	1676
30	428
951	891
1113	948
644	330
88	1612
817	400
817	2675
284	3028
856	2521
1168	2169
454	2136
74	1599
956	2291
152	2477
1174	923
1126	941
434	2233
718	450
718	1443
1120	942
1234	1344
1234	2593
1234	2881
649	306
1179	896
1019	2383
180	1542
745	350
1003	806
374	2815
131	1816
131	3107
1058	2053
84	1625
642	2839
1082	2069
979	994
979	2222
1360	610
750	342
1202	584
287	3024
796	2181
540	5
540	2323
1005	2363
801	2602
265	331
1121	943
593	151
1192	574
1148	2192
1011	807
727	439
