1	1
2	2
5	36
15	10
17	13
20	18
21	19
27	29
28	32
29	33
41	66
45	42
50	43
52	46
56	48
65	75
67	56
68	58
71	59
75	67
81	71
87	79
89	82
91	83
93	94
95	98
98	116
99	119
100	131
101	132
102	135
106	145
108	146
112	158
113	170
115	182
116	183
119	197
121	201
127	208
129	209
131	214
133	223
134	225
136	229
137	234
138	236
141	242
142	243
145	247
148	253
153	262
156	268
157	269
158	270
159	276
160	280
163	287
165	292
166	294
167	298
168	299
169	300
176	309
180	321
181	322
183	327
192	412
193	414
197	419
205	425
207	428
209	429
213	431
216	335
218	340
223	344
225	345
227	346
234	351
236	357
240	361
244	362
245	363
248	368
253	370
256	376
260	380
264	382
267	347
268	358
269	386
275	396
278	397
281	437
282	438
284	444
285	447
289	450
291	454
298	458
299	460
301	468
303	479
305	483
308	486
311	489
313	492
316	503
317	504
318	506
320	507
