122	49
40	95
107	72
4	110
115	79
43	90
44	1
11	10
127	104
0	13
58	82
126	109
7	64
33	46
84	80
59	51
15	11
19	107
47	15
67	20
69	45
114	44
75	40
97	39
39	68
119	84
68	85
34	60
6	21
27	106
112	23
101	37
14	9
109	12
73	92
120	69
90	27
9	74
55	25
35	99
82	58
121	33
61	30
60	101
54	54
118	26
53	35
13	55
63	16
99	93
1	2
23	98
32	34
81	63
16	43
88	32
51	6
87	57
116	91
100	81
83	17
12	31
111	50
124	71
96	41
26	61
105	19
30	105
65	108
71	76
31	36
10	102
86	70
28	38
8	94
129	18
94	89
78	62
74	77
102	67
89	78
38	52
48	29
92	59
57	14
45	103
123	73
62	97
49	5
21	53
108	48
22	87
76	42
50	56
70	28
18	65
95	88
80	3
2	83
29	4
66	8
52	22
117	7
106	0
37	75
42	111
110	66
77	86
125	100
98	24
24	96
85	47
