134	3740
2160	9858
503	10206
2462	8175
2462	14117
1195	5364
1138	9085
949	7346
375	5041
2334	10108
2239	326
2072	4159
1185	11039
2507	5038
2259	14834
475	20392
475	12746
475	781
1821	10711
1534	1090
1511	4519
491	19957
1827	2578
931	6451
1010	15003
382	12582
575	1128
575	5075
1832	432
1832	13396
916	8910
181	12012
1845	185
2004	19520
2004	1747
218	5046
168	20286
1403	21315
2141	11048
1102	7853
336	20174
1109	6057
1109	8091
709	1096
2103	2963
584	965
148	16350
148	18936
148	16398
1104	1397
1641	11044
1641	15009
2515	4424
797	6508
567	12173
811	453
2293	6548
1007	11116
1007	18142
99	4520
431	18464
362	3235
362	16307
649	1427
1081	21587
1476	11083
1727	14918
261	5192
261	3238
2513	20426
1175	19245
1237	6974
136	2576
1063	3145
49	8096
2123	1794
2132	7358
2192	3144
635	7145
1562	12169
2409	11714
