40	1
107	46
93	92
4	95
115	27
44	87
128	86
0	76
126	30
7	64
84	17
59	60
15	105
19	33
67	35
69	13
114	0
75	77
97	23
39	38
119	43
68	25
17	74
34	44
6	45
25	37
36	104
27	65
112	28
101	3
14	26
109	102
5	9
73	85
90	91
9	7
64	90
35	83
82	42
121	69
61	78
60	62
54	21
53	51
13	67
63	36
99	15
23	19
81	71
16	39
88	12
87	81
116	79
100	58
12	41
111	63
124	52
96	100
26	57
105	6
30	49
65	53
71	29
31	101
10	54
28	4
8	8
129	73
94	80
74	47
89	106
38	20
103	11
48	14
92	32
45	93
123	61
62	75
49	99
79	72
21	24
108	31
22	82
91	18
76	59
20	89
50	84
70	70
18	68
95	107
80	5
2	56
29	66
41	103
130	55
3	50
66	48
117	22
106	98
37	10
42	34
110	40
77	94
125	16
98	88
85	2
