471	1239
1701	1189
1958	283
350	233
2578	1848
1473	1291
688	1866
1721	2023
1528	979
2601	649
1001	1498
513	1717
485	109
2073	2284
1163	1752
817	196
731	259
1086	917
87	866
753	1229
1236	660
757	849
1466	1444
769	864
1907	1311
1699	257
1994	1481
244	679
1615	142
22	1862
104	2174
2193	1332
1654	450
438	1958
1726	1509
1929	471
56	263
2470	342
531	1089
254	529
2511	2286
324	138
38	2090
1765	1783
2259	67
142	189
814	1102
736	1327
1746	1465
1480	340
2255	918
49	1913
739	1554
515	1075
2150	1718
131	927
799	53
575	527
1340	1228
715	455
824	1930
2502	1278
392	1768
1328	517
45	413
2476	823
988	949
873	883
620	339
2455	570
1661	1940
233	1557
249	1806
951	1300
127	34
1063	105
2352	808
1562	2274
2554	1121
865	82
266	118
257	2034
1930	943
2371	343
1698	6
1933	990
2247	1608
1747	2105
1725	624
2523	1376
738	860
2249	1828
1291	2109
1636	453
934	334
101	197
343	293
2308	889
1121	473
1738	1318
760	836
2326	2036
6	746
2216	851
1021	1534
1036	1711
241	2095
718	2104
1479	366
923	821
149	678
1704	99
2474	1924
