0	53
1	154
2	33
3	195
4	153
5	191
6	213
7	161
8	37
9	179
10	34
11	35
12	58
13	197
14	44
15	56
16	223
17	845
18	211
19	39
20	40
21	196
22	62
23	491
24	42
25	21
26	201
27	47
28	48
29	43
30	41
31	643
32	50
33	198
34	36
35	199
36	228
37	170
38	192
39	984
40	54
41	811
42	812
43	178
44	194
45	1085
46	212
47	79
48	63
49	102
50	55
51	354
52	61
53	126
54	64
55	225
56	107
57	106
58	65
59	16
60	46
61	77
62	59
63	23
64	72
65	74
66	316
67	224
68	222
69	250
70	952
71	109
72	76
73	918
74	870
75	227
76	112
77	108
78	80
79	149
80	75
81	257
82	68
83	200
84	148
85	155
86	210
87	71
88	49
89	20
90	84
91	86
92	83
93	97
94	98
95	87
96	88
97	38
98	193
99	18
100	26
101	135
102	209
103	204
104	113
105	478
106	91
107	317
108	122
108	123
109	99
110	101
111	355
112	51
113	233
114	124
115	52
116	25
117	144
118	131
119	120
120	268
121	128
121	371
122	137
122	146
123	372
123	78
124	82
125	129
125	370
126	29
127	27
128	28
129	868
130	203
131	175
132	151
133	202
134	9
135	145
136	360
137	238
138	30
139	919
140	353
141	948
142	173
143	245
144	278
145	177
146	140
147	141
148	246
149	270
150	208
151	189
152	176
153	247
154	240
155	136
156	190
157	713
158	207
159	239
160	4
161	237
162	111
163	235
164	73
165	32
166	829
167	159
168	258
169	248
170	160
171	45
172	260
173	334
174	182
175	183
176	158
177	457
178	168
179	169
180	132
181	134
182	163
183	281
184	275
185	318
186	356
187	315
188	869
189	267
190	139
191	138
192	264
193	263
194	81
195	283
196	117
197	243
198	89
199	236
200	133
201	279
202	256
203	167
204	274
205	266
205	282
206	219
207	185
208	294
209	481
210	322
211	320
212	325
213	327
214	3
215	373
216	374
217	286
218	12
219	285
220	314
221	252
222	254
223	361
224	142
225	445
226	446
227	125
228	319
229	321
230	351
231	253
232	184
233	291
234	495
235	218
236	217
237	14
238	368
239	365
240	337
241	414
242	284
243	312
244	328
245	215
246	214
247	326
248	180
249	877
250	335
251	415
252	350
253	459
254	261
255	871
256	300
257	313
258	206
259	220
260	265
261	336
262	216
263	492
264	116
265	364
266	340
267	348
268	347
269	349
270	344
271	377
272	378
273	363
274	399
275	867
276	305
277	520
278	379
279	301
280	302
281	280
282	114
283	532
284	121
285	277
286	323
287	380
288	341
289	345
290	394
291	387
292	100
293	147
294	862
295	171
296	376
297	424
298	422
299	423
300	375
301	425
302	426
303	498
304	917
305	398
305	427
306	118
307	119
308	346
309	956
310	401
311	474
312	388
313	739
314	417
315	416
316	796
317	306
318	712
319	476
320	396
321	479
322	156
323	339
324	567
325	564
326	431
327	985
328	299
329	57
330	385
331	386
332	389
333	757
334	756
335	570
336	392
337	700
338	329
339	406
340	407
341	410
342	418
343	448
344	110
345	419
346	436
347	441
348	408
349	1046
350	444
351	205
