1498	1203
679	1655
348	162
2068	703
456	941
685	1876
1016	1663
544	1658
2038	895
1025	1288
2293	1927
2546	1846
1161	429
317	1182
248	1708
66	1997
2239	2176
780	1811
1267	454
784	796
963	931
2341	1046
377	245
2213	1835
1998	1466
1807	1453
2105	697
148	1470
20	742
601	438
1696	380
622	15
953	1998
1722	1599
912	145
44	406
423	357
1305	603
982	542
1363	1798
2591	765
2303	59
1772	1207
662	500
2010	2191
2296	1898
1997	1066
1251	77
2602	1565
1277	42
1916	31
514	985
1617	1488
133	176
1336	1063
48	360
1355	1746
728	44
840	1766
1992	227
2446	1581
2364	307
1977	1909
1509	774
878	1325
1642	2155
1436	224
634	485
260	2020
276	651
1469	465
788	1111
1154	430
1568	1587
1350	2257
1653	834
2587	440
505	1788
2401	515
1329	1872
804	1648
1937	1487
1358	2157
677	1366
405	2138
917	1586
206	246
858	1139
755	1572
173	1895
2012	375
2301	2096
210	2154
820	64
2119	1032
1443	426
80	1461
853	602
1830	771
68	2048
1238	731
2322	1892
2109	2203
2410	1202
518	1180
1655	1194
167	1670
507	932
2574	1896
1801	1626
1244	10
972	1513
417	887
1185	1880
1197	1081
2479	1285
2345	1819
1513	1891
1404	1193
1107	1939
