431	3109
521	1808
462	2538
1133	304
1133	2171
871	996
871	2799
1275	1032
1275	2338
1275	2420
1275	2432
1275	2937
816	2654
1178	2150
90	1640
541	2867
93	1652
833	2630
68	1578
566	357
1258	1044
1258	2402
1258	2765
1258	2926
676	361
838	461
838	2714
92	1648
973	1517
973	2214
1156	2124
380	2676
1325	677
749	345
755	337
761	2681
582	457
1024	2421
1024	2435
1024	2438
1024	2936
776	376
975	987
975	2219
1272	1048
1272	1342
1272	2744
1272	2927
1205	536
858	2848
590	316
1336	625
490	2803
970	2209
1193	1027
1193	1597
531	2513
662	1545
662	3117
1290	1033
628	276
1122	2186
867	2484
639	322
248	1633
851	2447
