39	713
39	818
1	382
1	846
100	666
2	51
48	664
82	883
104	185
81	450
118	328
107	527
85	555
97	53
56	68
56	486
71	560
13	606
13	410
3	108
46	536
110	591
63	100
68	158
116	777
59	603
75	576
117	168
25	590
24	339
24	383
103	429
16	759
124	746
90	540
90	747
45	30
15	834
5	194
5	766
77	103
77	740
126	460
47	8
47	779
20	278
20	402
18	469
43	359
43	6
51	388
113	627
67	386
123	174
70	546
28	125
105	324
89	107
12	414
52	264
120	725
55	600
14	877
44	564
115	83
40	24
0	896
9	425
84	457
42	145
4	344
99	887
88	228
