102	842
39	338
100	1433
82	204
81	1234
119	229
119	1248
118	171
32	550
107	980
85	1399
91	833
54	140
38	74
74	464
7	1440
56	875
71	339
46	408
110	523
79	1121
116	390
59	1282
59	1008
75	657
117	1309
27	873
25	342
25	176
124	1194
124	42
90	1086
95	75
66	518
35	406
15	1202
77	1210
98	222
80	1035
80	1365
47	1363
93	599
26	981
20	636
83	61
121	1250
18	1374
43	1221
30	1239
30	374
51	445
113	534
10	987
78	657
37	690
55	858
72	1095
14	1080
115	719
61	414
40	667
33	424
33	726
9	1130
19	339
94	662
84	452
108	1081
42	1069
