1931	11214
688	4783
2441	21373
2374	3051
1861	18357
2026	3203
2026	18648
2025	2698
667	7079
934	13148
2387	20821
1893	11120
1251	2073
172	1152
820	6298
2069	21448
745	11810
2343	4784
199	5511
2481	6885
2368	15351
1498	5234
246	19031
246	13589
1334	8618
1508	19514
2184	11689
1145	4787
1145	2867
1528	16916
1528	811
870	14930
2427	1156
1803	6872
1187	5479
81	17194
1850	17488
387	3169
1345	14257
1345	20145
1738	20132
2418	7679
632	13149
1125	8267
1360	994
2033	18679
1635	20243
2231	17839
2194	18384
2194	5101
734	5991
970	6930
542	13159
2365	8618
678	8962
741	11537
2345	15061
585	14867
979	9553
771	5517
2226	8670
159	5664
159	9709
2073	15479
2149	4784
2422	8663
337	6115
426	14868
2229	14755
