122	69
40	74
107	66
93	10
115	76
43	6
44	60
128	32
0	40
58	86
7	62
33	16
84	100
59	85
15	93
19	51
47	97
67	101
56	37
69	56
114	82
75	44
97	79
39	107
68	96
17	78
34	105
6	91
36	87
27	11
112	12
46	73
101	95
14	65
109	52
5	99
73	94
120	35
90	15
9	0
64	50
82	23
121	13
61	57
54	72
118	84
53	14
63	1
99	8
23	77
32	2
81	42
16	19
88	24
51	39
87	58
116	83
100	106
83	33
12	102
111	98
124	64
96	7
26	71
30	48
71	90
113	22
72	31
31	28
10	41
86	55
28	70
8	80
129	5
78	27
74	29
102	20
89	88
38	103
103	75
48	92
57	3
62	45
49	61
79	36
21	25
108	17
91	30
76	59
20	104
50	38
70	46
18	18
95	21
80	49
2	89
29	67
41	47
3	26
66	9
52	4
37	34
42	68
110	63
77	43
125	54
98	81
85	53
