2002	800
1188	2024
927	590
362	174
1041	1833
2490	1033
2221	1965
1713	46
1518	1917
1538	873
1565	135
1149	155
2374	234
1718	1631
1252	1857
2250	2123
754	57
436	951
1825	1307
1397	1216
1181	1047
1989	1652
1257	2175
1596	230
2182	1432
534	187
600	2235
435	840
1717	110
2430	2245
565	1076
1963	901
530	1633
265	1661
2512	30
351	1354
1567	442
2277	2063
1731	1184
136	550
1862	854
2514	566
2273	419
1242	279
194	1995
2497	1630
1728	999
1589	691
892	1122
3	1125
69	1479
635	1902
568	827
1212	2103
341	1715
2495	940
1406	1824
1351	1231
1071	1802
2007	1198
2419	1420
89	310
1943	1781
2153	730
230	192
1460	75
114	1920
2042	333
1634	1506
31	1434
2039	681
1902	2231
1317	444
2431	1916
2396	1682
1174	2044
1924	1141
388	1460
185	254
361	980
1228	1353
178	606
470	991
697	1590
1318	1929
1088	280
933	1883
579	331
1896	222
801	908
576	644
187	739
1778	1856
1085	892
2415	1309
2361	1384
516	735
682	1218
1530	306
1039	568
743	1785
699	677
960	1098
1948	405
2477	228
291	1313
379	214
79	1943
2383	1071
