2021	1955
1177	1292
1970	1080
1408	2217
16	352
1477	984
2215	701
2218	351
1526	1770
1014	1624
1033	919
2297	829
500	1974
1557	2226
2183	2243
354	300
1791	60
2609	1343
2116	900
2248	2126
1307	1308
2336	1391
452	912
838	1490
154	1446
2530	1142
55	1694
2184	486
1042	1638
2134	1564
607	13
2494	1159
197	1493
925	378
439	1574
2577	930
313	1816
483	977
370	700
2084	1619
1296	609
735	1403
1685	2269
996	1552
770	1691
1246	2160
2519	1741
1245	2181
1580	1253
783	2239
406	718
1549	1747
2178	372
51	2200
876	1549
2262	1424
1898	1503
973	4
407	1696
353	1620
2596	1681
445	239
909	1756
2139	2220
1445	141
1133	1748
1297	1946
806	1027
1986	501
1844	605
1662	1119
1573	350
97	309
1057	613
1535	1589
1928	630
1360	1053
1343	844
1438	1659
877	103
1178	1724
2463	1546
1957	2189
1407	148
1263	1112
489	1928
1804	2162
1232	1352
1365	1873
1972	778
73	311
372	93
1354	2009
2117	1606
725	2141
1315	244
2112	1623
2390	2273
2062	1217
617	35
1692	1596
1551	1904
1304	1463
2264	2170
977	544
1450	1577
1689	1622
2207	779
952	752
1869	302
1424	1540
83	1454
357	251
