1656	14169
1291	17829
2538	2279
2021	17374
2021	17451
1657	16332
1904	15684
1728	12125
1602	19807
1602	10608
537	790
1704	16231
944	14177
1791	19538
2017	16793
1833	9342
1535	18999
2019	16543
496	4496
101	2593
1834	16331
1888	6729
1456	18231
360	19150
360	11566
2211	4646
1093	5462
1093	16869
654	14489
2116	14495
2349	18166
507	11953
1726	18463
310	4720
1632	20070
1742	15527
2030	13167
1690	4226
2159	17899
1720	20522
903	16989
145	15891
2396	18101
1774	18402
2479	10669
2245	3566
1316	4506
2210	16560
2520	15683
1148	16756
144	7970
684	17573
78	12347
322	9990
941	2805
875	4226
2392	15893
